invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax,total,date,time,payment,cogs,gross_margin_percentage,gross_income,rating
704-70-5782,B,Naypyitaw,Normal,Male,Electronic_accessories,43.87,10,23.03,460.63,2019-02-14,17:56,Ewallet,437.6,4.7619,23.03,6.2
837-36-9188,C,Mandalay,Normal,Male,Health_and_beauty,83.36,6,26.26,525.17,2019-02-19,15:32,Cash,498.91,4.7619,26.26,6.4
421-39-1312,C,Mandalay,Normal,Male,Electronic_accessories,79.96,10,41.98,839.58,2019-02-04,11:04,Ewallet,797.6,4.7619,41.98,6.6
837-39-4210,C,Naypyitaw,Member,Male,Home_and_lifestyle,12.26,5,3.22,64.36,2019-01-09,12:45,Credit_card,61.14,4.7619,3.22,9.1
663-86-5152,B,Mandalay,Member,Male,Electronic_accessories,81.83,9,38.66,773.29,2019-03-25,14:47,Credit_card,734.63,4.7619,38.66,9.8
399-70-3091,A,Mandalay,Member,Female,Home_and_lifestyle,59.75,2,6.27,125.48,2019-01-25,17:43,Cash,119.21,4.7619,6.27,6.3
451-53-6957,A,Yangon,Member,Male,Electronic_accessories,18.73,2,1.97,39.33,2019-02-11,13:42,Credit_card,37.36,4.7619,1.97,7.9
429-11-4441,B,Naypyitaw,Normal,Male,Electronic_accessories,41.3,10,21.68,433.65,2019-01-09,18:55,Ewallet,411.97,4.7619,21.68,8.5
180-27-1616,B,Yangon,Member,Male,Home_and_lifestyle,17.57,3,2.77,55.35,2019-03-18,21:59,Credit_card,52.58,4.7619,2.77,6.3
316-52-4743,A,Yangon,Member,Female,Health_and_beauty,23.72,10,12.45,249.06,2019-01-24,12:45,Cash,236.61,4.7619,12.45,6.5
711-30-4096,A,Yangon,Member,Male,Home_and_lifestyle,89.08,4,18.71,374.14,2019-02-11,10:33,Ewallet,355.43,4.7619,18.71,6.5
151-94-8040,A,Mandalay,Member,Female,Electronic_accessories,6.3,9,2.98,59.53,2019-01-20,16:53,Ewallet,56.55,4.7619,2.98,7.5
542-69-7718,B,Yangon,Normal,Female,Health_and_beauty,63.24,3,9.96,199.21,2019-02-04,17:49,Cash,189.25,4.7619,9.96,9.6
990-27-1571,C,Naypyitaw,Member,Female,Home_and_lifestyle,10.22,4,2.15,42.92,2019-02-19,12:33,Ewallet,40.77,4.7619,2.15,9.1
534-74-7207,A,Mandalay,Normal,Female,Health_and_beauty,58.39,4,12.26,245.24,2019-01-23,20:51,Credit_card,232.98,4.7619,12.26,9.5
471-68-4110,C,Naypyitaw,Member,Female,Electronic_accessories,59.39,7,21.83,436.52,2019-01-16,18:55,Cash,414.69,4.7619,21.83,5.6
902-19-7405,C,Yangon,Normal,Female,Home_and_lifestyle,80.6,1,4.23,84.63,2019-03-26,17:08,Ewallet,80.4,4.7619,4.23,7.2
816-10-2496,C,Naypyitaw,Normal,Male,Health_and_beauty,29.54,3,4.65,93.05,2019-03-23,20:52,Cash,88.4,4.7619,4.65,8.9
909-53-2707,A,Yangon,Normal,Male,Health_and_beauty,55.77,6,17.57,351.35,2019-02-17,22:38,Ewallet,333.78,4.7619,17.57,8.3
181-99-7974,C,Mandalay,Normal,Female,Health_and_beauty,70.33,8,29.54,590.77,2019-02-03,17:51,Ewallet,561.23,4.7619,29.54,7.9
627-53-2797,C,Naypyitaw,Member,Male,Electronic_accessories,51.43,1,2.7,54.0,2019-01-03,13:36,Cash,51.3,4.7619,2.7,7.3
214-25-3964,C,Mandalay,Member,Female,Home_and_lifestyle,48.65,3,7.66,153.25,2019-02-18,14:07,Credit_card,145.59,4.7619,7.66,8.0
920-93-1688,C,Yangon,Normal,Male,Electronic_accessories,16.41,4,3.45,68.92,2019-02-15,21:25,Cash,65.47,4.7619,3.45,8.7
824-78-6618,B,Mandalay,Normal,Male,Electronic_accessories,65.3,3,10.28,205.69,2019-03-18,17:20,Credit_card,195.41,4.7619,10.28,5.6
577-65-2723,A,Mandalay,Member,Male,Home_and_lifestyle,70.63,7,25.96,519.13,2019-01-26,13:24,Cash,493.17,4.7619,25.96,6.3
975-72-1644,C,Mandalay,Normal,Female,Home_and_lifestyle,92.27,8,38.75,775.07,2019-02-20,14:31,Ewallet,736.32,4.7619,38.75,6.6
596-75-5936,C,Yangon,Normal,Female,Electronic_accessories,21.14,8,8.88,177.58,2019-03-05,14:39,Cash,168.7,4.7619,8.88,6.9
849-59-8642,B,Naypyitaw,Normal,Female,Home_and_lifestyle,79.62,8,33.44,668.81,2019-01-29,21:28,Cash,635.37,4.7619,33.44,8.6
506-24-1402,B,Mandalay,Member,Female,Health_and_beauty,39.96,4,8.39,167.83,2019-03-27,10:53,Ewallet,159.44,4.7619,8.39,6.5
490-88-1078,C,Naypyitaw,Member,Female,Home_and_lifestyle,47.31,6,14.9,298.05,2019-02-14,22:44,Credit_card,283.15,4.7619,14.9,5.5
246-53-4432,B,Yangon,Normal,Male,Electronic_accessories,16.68,4,3.5,70.06,2019-03-26,13:47,Cash,66.56,4.7619,3.5,8.7
601-80-2106,C,Naypyitaw,Normal,Female,Health_and_beauty,98.7,8,41.45,829.08,2019-02-01,19:41,Ewallet,787.63,4.7619,41.45,6.8
906-64-7943,C,Mandalay,Normal,Female,Health_and_beauty,51.6,8,21.67,433.44,2019-03-26,20:18,Credit_card,411.77,4.7619,21.67,9.3
759-30-3019,C,Mandalay,Member,Female,Electronic_accessories,28.87,1,1.52,30.31,2019-03-06,11:18,Ewallet,28.79,4.7619,1.52,6.4
515-36-4441,A,Naypyitaw,Normal,Female,Home_and_lifestyle,43.38,5,11.39,227.75,2019-01-22,20:01,Cash,216.36,4.7619,11.39,9.2
354-55-3640,C,Yangon,Member,Female,Health_and_beauty,11.68,2,1.23,24.53,2019-02-16,12:47,Credit_card,23.3,4.7619,1.23,5.1
243-40-6380,A,Yangon,Normal,Male,Health_and_beauty,32.64,1,1.71,34.27,2019-03-12,22:38,Cash,32.56,4.7619,1.71,5.1
589-35-6634,C,Naypyitaw,Member,Male,Electronic_accessories,67.81,8,28.48,569.6,2019-02-10,17:31,Cash,541.12,4.7619,28.48,5.8
690-88-1002,A,Naypyitaw,Normal,Female,Home_and_lifestyle,6.07,6,1.91,38.24,2019-03-20,14:39,Cash,36.33,4.7619,1.91,9.3
419-88-5110,B,Mandalay,Normal,Female,Electronic_accessories,91.9,1,4.83,96.5,2019-01-03,16:20,Ewallet,91.67,4.7619,4.83,9.7
266-15-3005,A,Yangon,Member,Male,Home_and_lifestyle,85.91,1,4.51,90.21,2019-01-17,21:46,Credit_card,85.7,4.7619,4.51,5.7
410-66-4569,C,Mandalay,Member,Male,Electronic_accessories,79.64,5,20.91,418.11,2019-01-14,22:14,Ewallet,397.2,4.7619,20.91,9.4
925-36-2708,A,Mandalay,Member,Female,Health_and_beauty,62.09,4,13.04,260.78,2019-03-10,20:56,Credit_card,247.74,4.7619,13.04,6.1
186-80-1974,A,Naypyitaw,Member,Male,Home_and_lifestyle,51.36,8,21.57,431.42,2019-03-29,16:48,Ewallet,409.85,4.7619,21.57,5.5
511-97-8525,C,Mandalay,Member,Male,Electronic_accessories,64.62,6,20.36,407.11,2019-03-11,13:09,Cash,386.75,4.7619,20.36,5.4
123-51-9588,A,Yangon,Normal,Male,Health_and_beauty,23.37,9,11.04,220.85,2019-01-07,15:11,Credit_card,209.81,4.7619,11.04,6.5
850-98-7860,C,Yangon,Normal,Female,Electronic_accessories,93.21,8,39.15,782.96,2019-02-28,17:20,Cash,743.81,4.7619,39.15,8.7
958-77-9909,C,Mandalay,Member,Female,Electronic_accessories,58.57,9,27.67,553.49,2019-02-05,15:59,Cash,525.82,4.7619,27.67,6.1
537-55-7172,C,Naypyitaw,Normal,Male,Home_and_lifestyle,72.43,3,11.41,228.15,2019-03-17,20:14,Credit_card,216.74,4.7619,11.41,6.0
638-51-3219,C,Naypyitaw,Normal,Male,Electronic_accessories,22.48,6,7.08,141.62,2019-03-26,10:03,Credit_card,134.54,4.7619,7.08,9.3
939-82-3851,B,Naypyitaw,Normal,Female,Electronic_accessories,43.68,3,6.88,137.59,2019-03-02,22:00,Credit_card,130.71,4.7619,6.88,5.8
741-99-1594,C,Mandalay,Normal,Female,Health_and_beauty,97.91,1,5.14,102.81,2019-03-19,15:01,Cash,97.67,4.7619,5.14,5.7
849-82-7509,B,Yangon,Member,Male,Health_and_beauty,12.3,10,6.46,129.15,2019-01-06,16:10,Cash,122.69,4.7619,6.46,6.5
532-29-7260,B,Naypyitaw,Member,Female,Electronic_accessories,91.99,4,19.32,386.36,2019-03-04,11:34,Credit_card,367.04,4.7619,19.32,7.7
996-82-5450,C,Yangon,Member,Male,Health_and_beauty,9.96,10,5.23,104.58,2019-03-03,20:51,Credit_card,99.35,4.7619,5.23,9.9
285-29-1842,B,Naypyitaw,Normal,Female,Electronic_accessories,70.4,3,11.09,221.76,2019-01-26,17:50,Ewallet,210.67,4.7619,11.09,7.6
755-62-3585,B,Naypyitaw,Normal,Male,Home_and_lifestyle,47.53,7,17.47,349.35,2019-02-27,14:46,Cash,331.88,4.7619,17.47,5.1
245-95-2580,A,Yangon,Normal,Female,Electronic_accessories,92.84,2,9.75,194.96,2019-03-26,20:57,Cash,185.21,4.7619,9.75,6.6
988-18-7081,A,Yangon,Member,Male,Home_and_lifestyle,85.54,3,13.47,269.45,2019-01-30,19:23,Ewallet,255.98,4.7619,13.47,10.0
717-88-5309,B,Yangon,Member,Female,Health_and_beauty,28.87,8,12.13,242.51,2019-03-21,20:02,Ewallet,230.38,4.7619,12.13,7.5
116-16-3619,B,Yangon,Member,Male,Electronic_accessories,35.24,6,11.1,222.01,2019-03-05,17:35,Credit_card,210.91,4.7619,11.1,9.1
502-61-6730,B,Mandalay,Member,Male,Health_and_beauty,79.55,6,25.06,501.16,2019-01-16,21:07,Ewallet,476.1,4.7619,25.06,5.2
442-72-5828,C,Naypyitaw,Member,Female,Home_and_lifestyle,41.19,2,4.33,86.5,2019-03-28,19:33,Credit_card,82.17,4.7619,4.33,9.6
616-78-6310,B,Naypyitaw,Normal,Male,Home_and_lifestyle,94.11,8,39.53,790.52,2019-02-07,14:01,Credit_card,750.99,4.7619,39.53,9.3
115-44-3076,B,Mandalay,Normal,Female,Health_and_beauty,61.37,7,22.55,451.07,2019-02-14,14:42,Ewallet,428.52,4.7619,22.55,5.8
492-94-9914,C,Yangon,Normal,Male,Electronic_accessories,31.01,10,16.28,325.61,2019-03-31,16:47,Cash,309.33,4.7619,16.28,7.1
595-25-7919,C,Yangon,Member,Female,Health_and_beauty,49.17,2,5.16,103.26,2019-03-08,10:55,Cash,98.1,4.7619,5.16,6.3
772-78-1354,C,Mandalay,Normal,Male,Electronic_accessories,78.71,1,4.13,82.65,2019-01-27,13:42,Credit_card,78.52,4.7619,4.13,5.7
178-86-5360,C,Mandalay,Member,Female,Home_and_lifestyle,86.68,6,27.3,546.08,2019-01-28,18:43,Ewallet,518.78,4.7619,27.3,6.7
398-58-6628,A,Naypyitaw,Normal,Female,Electronic_accessories,99.14,4,20.82,416.39,2019-03-13,16:46,Cash,395.57,4.7619,20.82,5.6
840-55-3891,C,Yangon,Normal,Female,Health_and_beauty,5.48,7,2.01,40.28,2019-01-23,14:18,Cash,38.27,4.7619,2.01,6.2
885-73-7729,B,Yangon,Normal,Male,Health_and_beauty,87.65,10,46.02,920.33,2019-02-15,10:33,Ewallet,874.31,4.7619,46.02,9.4
110-87-9540,A,Mandalay,Member,Male,Electronic_accessories,20.06,3,3.16,63.19,2019-01-24,11:53,Cash,60.03,4.7619,3.16,9.6
822-87-3396,B,Yangon,Normal,Male,Home_and_lifestyle,50.4,1,2.65,52.92,2019-01-12,19:18,Cash,50.27,4.7619,2.65,7.2
494-63-2411,B,Naypyitaw,Normal,Male,Electronic_accessories,34.16,9,16.14,322.81,2019-01-30,21:18,Credit_card,306.67,4.7619,16.14,6.0
537-38-3568,B,Yangon,Normal,Female,Home_and_lifestyle,67.76,5,17.79,355.74,2019-03-22,16:17,Ewallet,337.95,4.7619,17.79,8.9
524-78-5202,A,Naypyitaw,Member,Male,Health_and_beauty,29.52,9,13.95,278.96,2019-02-06,12:22,Cash,265.01,4.7619,13.95,8.4
290-75-3832,A,Mandalay,Member,Female,Electronic_accessories,23.15,2,2.43,48.62,2019-01-16,18:14,Credit_card,46.19,4.7619,2.43,9.5
351-91-5564,C,Mandalay,Normal,Female,Electronic_accessories,71.21,1,3.74,74.77,2019-01-08,22:50,Credit_card,71.03,4.7619,3.74,9.7
515-86-3513,C,Naypyitaw,Member,Female,Health_and_beauty,63.04,7,23.17,463.34,2019-01-06,18:14,Credit_card,440.17,4.7619,23.17,5.0
124-69-4727,A,Naypyitaw,Normal,Female,Home_and_lifestyle,35.38,7,13.0,260.04,2019-01-07,16:53,Cash,247.04,4.7619,13.0,5.8
732-38-2262,A,Yangon,Normal,Female,Home_and_lifestyle,57.5,6,18.11,362.25,2019-02-07,18:45,Cash,344.14,4.7619,18.11,6.5
198-62-5225,C,Mandalay,Member,Male,Electronic_accessories,27.34,2,2.87,57.41,2019-01-04,12:28,Cash,54.54,4.7619,2.87,9.1
444-78-2594,A,Naypyitaw,Normal,Female,Health_and_beauty,33.79,7,12.42,248.36,2019-01-10,18:40,Ewallet,235.94,4.7619,12.42,7.3
399-68-7235,B,Mandalay,Member,Female,Electronic_accessories,74.79,2,7.85,157.06,2019-01-15,14:57,Credit_card,149.21,4.7619,7.85,5.8
520-89-1606,B,Naypyitaw,Member,Male,Home_and_lifestyle,25.85,10,13.57,271.43,2019-01-06,20:58,Cash,257.86,4.7619,13.57,6.9
539-49-8360,B,Mandalay,Member,Female,Home_and_lifestyle,56.21,1,2.95,59.02,2019-01-05,16:12,Cash,56.07,4.7619,2.95,9.8
351-31-2756,B,Mandalay,Member,Female,Health_and_beauty,22.26,7,8.18,163.61,2019-01-04,16:10,Credit_card,155.43,4.7619,8.18,7.2
805-77-6691,C,Yangon,Normal,Female,Health_and_beauty,98.65,5,25.9,517.91,2019-03-19,21:53,Cash,492.01,4.7619,25.9,9.5
363-60-9710,C,Mandalay,Member,Female,Home_and_lifestyle,83.32,7,30.62,612.4,2019-01-15,18:49,Credit_card,581.78,4.7619,30.62,6.5
756-69-2846,C,Yangon,Member,Female,Home_and_lifestyle,38.94,5,10.22,204.44,2019-02-10,21:44,Ewallet,194.22,4.7619,10.22,7.2
300-18-1371,B,Naypyitaw,Normal,Male,Home_and_lifestyle,7.95,5,2.09,41.74,2019-02-17,15:26,Ewallet,39.65,4.7619,2.09,5.2
209-24-9262,C,Mandalay,Normal,Male,Home_and_lifestyle,72.34,10,37.98,759.57,2019-01-30,19:21,Credit_card,721.59,4.7619,37.98,8.4
609-99-4534,C,Mandalay,Member,Male,Health_and_beauty,90.21,2,9.47,189.44,2019-01-07,12:06,Cash,179.97,4.7619,9.47,9.5
374-97-1196,A,Yangon,Normal,Female,Health_and_beauty,12.48,3,1.97,39.31,2019-01-20,14:06,Ewallet,37.34,4.7619,1.97,9.0
250-98-1384,C,Naypyitaw,Member,Male,Home_and_lifestyle,61.18,3,9.64,192.72,2019-03-01,10:26,Credit_card,183.08,4.7619,9.64,6.4
155-58-5542,C,Yangon,Normal,Male,Health_and_beauty,78.63,9,37.15,743.05,2019-04-01,13:27,Ewallet,705.9,4.7619,37.15,8.8
365-69-6893,A,Naypyitaw,Member,Male,Electronic_accessories,53.32,6,16.8,335.92,2019-02-02,16:40,Credit_card,319.12,4.7619,16.8,6.0
509-90-6835,B,Naypyitaw,Member,Female,Home_and_lifestyle,27.76,2,2.92,58.3,2019-02-25,18:04,Ewallet,55.38,4.7619,2.92,5.5
219-26-9138,B,Naypyitaw,Normal,Male,Health_and_beauty,84.28,5,22.12,442.47,2019-02-05,12:49,Ewallet,420.35,4.7619,22.12,6.5
302-48-7251,B,Mandalay,Member,Female,Electronic_accessories,71.38,2,7.5,149.9,2019-03-04,12:57,Credit_card,142.4,4.7619,7.5,8.6
577-36-5530,C,Naypyitaw,Normal,Male,Electronic_accessories,70.24,10,36.88,737.52,2019-01-06,15:03,Credit_card,700.64,4.7619,36.88,7.0
752-61-2180,C,Naypyitaw,Member,Female,Home_and_lifestyle,53.51,6,16.86,337.11,2019-03-18,19:51,Cash,320.25,4.7619,16.86,6.7
386-18-5931,B,Yangon,Member,Male,Health_and_beauty,88.89,5,23.33,466.67,2019-01-03,16:35,Credit_card,443.34,4.7619,23.33,9.0
695-79-4235,C,Naypyitaw,Member,Female,Home_and_lifestyle,71.68,4,15.05,301.06,2019-03-10,20:17,Cash,286.01,4.7619,15.05,5.4
829-64-2055,C,Mandalay,Normal,Male,Home_and_lifestyle,31.16,4,6.54,130.87,2019-02-21,17:18,Ewallet,124.33,4.7619,6.54,9.8
482-21-9017,C,Naypyitaw,Normal,Female,Home_and_lifestyle,43.91,2,4.61,92.21,2019-01-26,17:07,Credit_card,87.6,4.7619,4.61,9.8
890-12-3240,B,Yangon,Normal,Female,Home_and_lifestyle,84.74,5,22.24,444.88,2019-01-12,18:43,Cash,422.64,4.7619,22.24,7.1
702-19-5873,A,Mandalay,Normal,Male,Electronic_accessories,87.58,2,9.2,183.92,2019-01-07,17:12,Cash,174.72,4.7619,9.2,9.3
151-72-6559,B,Yangon,Normal,Male,Electronic_accessories,27.01,1,1.42,28.36,2019-03-18,13:15,Credit_card,26.94,4.7619,1.42,7.8
986-87-5183,C,Mandalay,Member,Female,Health_and_beauty,29.43,10,15.45,309.02,2019-01-20,11:46,Ewallet,293.57,4.7619,15.45,9.7
127-67-9992,C,Naypyitaw,Normal,Female,Electronic_accessories,66.79,6,21.04,420.78,2019-02-19,18:57,Ewallet,399.74,4.7619,21.04,5.5
647-54-2674,B,Yangon,Member,Female,Electronic_accessories,63.12,2,6.63,132.55,2019-02-09,19:04,Credit_card,125.92,4.7619,6.63,10.0
129-99-2984,C,Mandalay,Normal,Female,Home_and_lifestyle,13.29,1,0.7,13.95,2019-02-26,17:23,Cash,13.25,4.7619,0.7,6.8
992-89-3040,A,Yangon,Member,Male,Electronic_accessories,63.13,5,16.57,331.43,2019-02-25,14:27,Cash,314.86,4.7619,16.57,5.2
901-94-8663,B,Yangon,Member,Female,Health_and_beauty,52.61,7,19.33,386.68,2019-02-16,10:14,Credit_card,367.35,4.7619,19.33,9.8
928-46-1779,B,Mandalay,Normal,Female,Health_and_beauty,74.19,2,7.79,155.8,2019-03-01,19:11,Ewallet,148.01,4.7619,7.79,5.2
184-86-1359,B,Mandalay,Normal,Female,Health_and_beauty,95.31,4,20.02,400.3,2019-03-08,17:49,Cash,380.28,4.7619,20.02,5.5
773-62-9353,C,Yangon,Normal,Female,Electronic_accessories,7.05,5,1.85,37.01,2019-02-10,22:15,Credit_card,35.16,4.7619,1.85,9.7
972-71-2395,B,Yangon,Normal,Female,Health_and_beauty,25.88,9,12.23,244.57,2019-01-20,22:11,Ewallet,232.34,4.7619,12.23,10.0
934-98-8245,B,Naypyitaw,Normal,Male,Health_and_beauty,18.34,3,2.89,57.77,2019-01-02,20:06,Credit_card,54.88,4.7619,2.89,7.3
859-16-5311,A,Yangon,Member,Male,Home_and_lifestyle,71.19,2,7.48,149.5,2019-02-14,17:19,Credit_card,142.02,4.7619,7.48,9.8
979-84-3205,B,Mandalay,Normal,Female,Electronic_accessories,45.9,3,7.23,144.59,2019-01-23,19:21,Ewallet,137.36,4.7619,7.23,7.6
296-19-8948,C,Naypyitaw,Normal,Male,Health_and_beauty,24.29,1,1.28,25.5,2019-03-25,13:13,Cash,24.22,4.7619,1.28,6.0
719-68-1565,C,Yangon,Normal,Female,Home_and_lifestyle,66.77,10,35.05,701.08,2019-03-11,13:57,Cash,666.03,4.7619,35.05,9.3
450-47-1360,A,Yangon,Member,Female,Health_and_beauty,50.39,6,15.87,317.46,2019-03-08,15:36,Cash,301.59,4.7619,15.87,8.9
297-73-8990,A,Naypyitaw,Normal,Female,Health_and_beauty,58.82,2,6.18,123.52,2019-01-02,13:10,Credit_card,117.34,4.7619,6.18,6.9
504-29-5363,C,Yangon,Member,Male,Electronic_accessories,32.17,9,15.2,304.01,2019-01-26,15:12,Ewallet,288.81,4.7619,15.2,9.9
359-55-4640,B,Yangon,Member,Male,Electronic_accessories,99.33,4,20.86,417.19,2019-02-19,15:13,Credit_card,396.33,4.7619,20.86,5.3
244-98-5881,A,Mandalay,Member,Male,Health_and_beauty,33.07,3,5.21,104.17,2019-03-08,13:25,Ewallet,98.96,4.7619,5.21,7.8
265-73-6646,A,Mandalay,Member,Male,Home_and_lifestyle,91.4,3,14.4,287.91,2019-03-24,18:54,Ewallet,273.51,4.7619,14.4,7.2
316-73-6248,B,Yangon,Normal,Male,Electronic_accessories,67.23,7,24.71,494.14,2019-03-30,13:13,Credit_card,469.43,4.7619,24.71,9.1
613-64-8637,A,Yangon,Normal,Male,Home_and_lifestyle,20.37,1,1.07,21.39,2019-02-04,12:29,Ewallet,20.32,4.7619,1.07,7.6
291-97-5099,A,Naypyitaw,Member,Male,Electronic_accessories,87.57,10,45.97,919.49,2019-02-11,16:54,Cash,873.52,4.7619,45.97,6.9
480-97-7513,C,Yangon,Normal,Male,Electronic_accessories,54.5,9,25.75,515.02,2019-02-02,22:05,Credit_card,489.27,4.7619,25.75,8.4
984-41-5927,B,Mandalay,Member,Male,Health_and_beauty,99.08,4,20.81,416.14,2019-02-04,16:21,Ewallet,395.33,4.7619,20.81,7.5
510-87-6086,B,Yangon,Normal,Male,Home_and_lifestyle,13.25,6,4.17,83.48,2019-01-20,21:00,Ewallet,79.31,4.7619,4.17,5.0
206-91-6486,C,Naypyitaw,Member,Female,Home_and_lifestyle,47.45,5,12.46,249.11,2019-02-13,19:58,Cash,236.65,4.7619,12.46,7.2
900-79-3884,B,Naypyitaw,Member,Male,Electronic_accessories,58.47,4,12.28,245.57,2019-02-07,16:16,Credit_card,233.29,4.7619,12.28,7.3
655-54-1698,A,Mandalay,Normal,Female,Home_and_lifestyle,39.81,7,14.63,292.6,2019-02-08,17:18,Cash,277.97,4.7619,14.63,7.0
596-65-7462,C,Yangon,Normal,Female,Home_and_lifestyle,57.3,1,3.01,60.16,2019-03-07,22:01,Ewallet,57.15,4.7619,3.01,8.3
589-39-1184,B,Naypyitaw,Normal,Female,Health_and_beauty,70.82,9,33.46,669.25,2019-02-02,21:33,Cash,635.79,4.7619,33.46,6.4
657-93-3103,A,Yangon,Normal,Male,Home_and_lifestyle,53.16,8,22.33,446.54,2019-01-15,15:52,Cash,424.21,4.7619,22.33,7.1
558-79-3544,B,Naypyitaw,Normal,Female,Electronic_accessories,13.42,4,2.82,56.36,2019-02-21,10:51,Credit_card,53.54,4.7619,2.82,9.9
330-62-6717,B,Mandalay,Member,Female,Electronic_accessories,86.91,7,31.94,638.79,2019-01-02,16:34,Ewallet,606.85,4.7619,31.94,8.1
512-38-4953,C,Mandalay,Normal,Male,Health_and_beauty,17.92,6,5.65,112.9,2019-01-27,12:53,Cash,107.25,4.7619,5.65,6.4
317-24-8093,A,Yangon,Member,Female,Health_and_beauty,10.78,8,4.53,90.55,2019-01-29,16:38,Cash,86.02,4.7619,4.53,7.7
233-86-2147,C,Yangon,Normal,Female,Health_and_beauty,59.29,7,21.79,435.78,2019-01-01,14:04,Credit_card,413.99,4.7619,21.79,7.4
118-28-3866,C,Mandalay,Normal,Female,Health_and_beauty,92.4,4,19.4,388.08,2019-02-03,22:31,Ewallet,368.68,4.7619,19.4,7.6
950-41-7416,C,Yangon,Member,Male,Electronic_accessories,30.23,1,1.59,31.74,2019-02-15,18:44,Cash,30.15,4.7619,1.59,9.5
345-32-2839,A,Yangon,Member,Female,Electronic_accessories,81.33,2,8.54,170.79,2019-03-08,13:01,Cash,162.25,4.7619,8.54,9.2
197-49-5319,C,Mandalay,Normal,Male,Electronic_accessories,47.37,1,2.49,49.74,2019-02-07,19:04,Ewallet,47.25,4.7619,2.49,5.9
303-28-3432,A,Naypyitaw,Member,Male,Health_and_beauty,42.99,1,2.26,45.14,2019-01-31,15:38,Cash,42.88,4.7619,2.26,6.3
411-88-6624,B,Yangon,Member,Male,Electronic_accessories,67.16,3,10.58,211.55,2019-03-21,18:57,Ewallet,200.97,4.7619,10.58,9.8
733-69-7849,A,Mandalay,Member,Female,Home_and_lifestyle,50.28,1,2.64,52.79,2019-01-21,21:04,Cash,50.15,4.7619,2.64,8.6
935-76-2416,B,Yangon,Normal,Male,Health_and_beauty,96.0,7,35.28,705.6,2019-03-21,12:07,Cash,670.32,4.7619,35.28,9.2
978-36-2697,A,Yangon,Normal,Male,Home_and_lifestyle,34.79,7,12.79,255.71,2019-03-21,11:58,Cash,242.92,4.7619,12.79,7.2
336-37-5822,C,Yangon,Member,Female,Electronic_accessories,26.67,3,4.2,84.01,2019-01-10,14:40,Ewallet,79.81,4.7619,4.2,8.9
998-98-4124,C,Yangon,Normal,Male,Electronic_accessories,12.89,10,6.77,135.34,2019-01-17,22:19,Cash,128.57,4.7619,6.77,8.3
179-34-5154,C,Mandalay,Normal,Female,Home_and_lifestyle,27.18,9,12.84,256.85,2019-03-15,16:16,Ewallet,244.01,4.7619,12.84,9.7
816-30-9806,B,Mandalay,Normal,Female,Health_and_beauty,38.07,6,11.99,239.84,2019-01-24,12:30,Cash,227.85,4.7619,11.99,7.0
855-48-4338,B,Mandalay,Normal,Female,Electronic_accessories,93.41,4,19.62,392.32,2019-01-19,20:33,Ewallet,372.7,4.7619,19.62,9.9
145-13-2512,B,Naypyitaw,Normal,Female,Home_and_lifestyle,9.65,9,4.56,91.19,2019-03-30,15:32,Cash,86.63,4.7619,4.56,9.4
765-24-9905,C,Mandalay,Normal,Male,Home_and_lifestyle,78.49,5,20.6,412.07,2019-02-15,19:52,Credit_card,391.47,4.7619,20.6,7.7
648-13-5166,C,Naypyitaw,Normal,Male,Health_and_beauty,67.02,2,7.04,140.74,2019-03-27,19:58,Ewallet,133.7,4.7619,7.04,5.8
422-24-8969,C,Mandalay,Normal,Female,Health_and_beauty,11.21,10,5.89,117.71,2019-02-18,11:25,Ewallet,111.82,4.7619,5.89,8.1
687-49-8874,C,Mandalay,Normal,Male,Home_and_lifestyle,27.51,4,5.78,115.54,2019-03-26,18:40,Cash,109.76,4.7619,5.78,5.3
516-26-6964,C,Mandalay,Normal,Female,Electronic_accessories,59.59,2,6.26,125.14,2019-02-09,19:05,Cash,118.88,4.7619,6.26,8.7
775-12-7192,B,Yangon,Member,Female,Electronic_accessories,65.82,2,6.91,138.22,2019-02-03,11:46,Cash,131.31,4.7619,6.91,6.1
451-36-2441,A,Yangon,Normal,Female,Electronic_accessories,83.1,6,26.18,523.53,2019-03-16,14:23,Credit_card,497.35,4.7619,26.18,6.2
128-35-4637,B,Yangon,Member,Male,Home_and_lifestyle,55.04,6,17.34,346.75,2019-03-28,22:59,Cash,329.41,4.7619,17.34,9.2
780-25-4643,B,Naypyitaw,Member,Male,Home_and_lifestyle,18.43,2,1.94,38.7,2019-02-04,14:42,Cash,36.76,4.7619,1.94,5.7
731-16-8359,C,Yangon,Normal,Male,Home_and_lifestyle,15.72,4,3.3,66.02,2019-01-30,15:28,Credit_card,62.72,4.7619,3.3,6.3
299-61-6463,C,Mandalay,Normal,Male,Home_and_lifestyle,29.8,7,10.95,219.03,2019-03-09,19:31,Credit_card,208.08,4.7619,10.95,5.0
160-11-6131,B,Naypyitaw,Member,Male,Home_and_lifestyle,90.92,2,9.55,190.93,2019-03-18,22:00,Credit_card,181.38,4.7619,9.55,9.0
852-61-2918,B,Yangon,Normal,Male,Health_and_beauty,15.27,4,3.21,64.13,2019-02-16,11:08,Ewallet,60.92,4.7619,3.21,8.6
617-43-8861,A,Naypyitaw,Normal,Male,Health_and_beauty,49.84,8,20.93,418.66,2019-03-15,21:18,Cash,397.73,4.7619,20.93,8.0
